,,,,,,,,,,,,,325.630526105221,
2012,Dodge,Avenger,SE,Sedan,ca,3.5,65600,gray,black,dtg operations inc,7875,8300,-425,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,ca,3.5,38669,black,black,dtg operations inc,8975,9400,-425,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,ca,3.8,63184,gray,black,dtg operations inc,7950,8000,-50,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,ca,2.1,49312,gray,black,dtg operations inc,8550,7000,1550,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Avenger,SXT,Sedan,ca,3.4,119058,silver,black,a l financial corporation,4725,5200,-475,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Dodge,Avenger,SXT,Sedan,ca,3.5,132932,black,gray,redline remarketing,3775,4000,-225,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2008,Dodge,Avenger,SE,Sedan,ca,2.7,73252,white,beige,springleaf financial services/evansville,5125,3800,1325,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Dodge,Avenger,SE,Sedan,ca,1.9,117197,gray,gray,santander consumer,3850,3500,350,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,2.9,52901,blue,black,santander consumer,9775,9200,575,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,3.6,39876,blue,black,acura of riverside,10250,8800,1450,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,2.7,62111,silver,black,santander consumer,9225,9500,-275,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SXT,Sedan,ca,2.6,38057,black,black,avis corporation,11050,11500,-450,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,3.5,42565,black,tan,enterprise vehicle exchange/orange,9950,10700,-750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,4.3,38639,red,black,enterprise vehicle exchange/orange,10150,10500,-350,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SXT,Sedan,ca,,38573,red,black,hertz/tra,11100,1750,9350,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SXT,Sedan,ca,2.6,62530,silver,black,the hertz corporation,9700,9600,100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,2.8,44094,gray,black,ross nissan of el monte,9975,9700,275,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,2.6,53141,red,black,avis rac/san leandro,9525,10500,-975,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,3.6,20745,gray,black,tdaf remarketing,10900,11000,-100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SXT,Sedan,ca,1,42353,blue,black,hertz damaged liquidation,10850,5000,5850,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,4,39496,black,black,enterprise veh exchange/rental,10150,11000,-850,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,ca,3.5,52967,gray,black,bob baker jeep,8150,7600,550,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,ca,3.5,85006,black,black,billion dodge chrysler jeep,6925,7300,-375,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,ca,4.2,38061,red,black,enterprise veh exchange/rental,10350,10800,-450,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Dodge,Avenger,R/T,Sedan,ca,3.3,76234,white,gray,skyhigh remarketing inc,6175,7500,-1325,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Dodge,Avenger,R/T,Sedan,ca,,6079,silver,—,hanford toyota scion,14150,16000,-1850,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,4.3,11007,black,black,prestige financial services,11350,11600,-250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,ca,,39972,red,—,enterprise veh exchange/rental,10150,10900,-750,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,ga,4.3,15981,black,black,bmw alphera/alphera financial services,11900,11500,400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,ga,2,27922,gray,tan,enterprise vehicle exchange / tra / rental / tulsa,11400,9000,2400,Thu Jan 08 2015 12:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SXT,Sedan,mi,5,11821,black,black,chrysler capital,13450,15400,-1950,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,oh,4.8,12064,white,black,chrysler capital,12150,12800,-650,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,fl,,15055,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,11950,9200,2750,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,4.2,13745,black,black,chrysler capital,12050,12000,50,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,va,4,32247,black,beige,enterprise vehicle exchange/non program,10750,11300,-550,Thu Dec 18 2014 08:45:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,oh,4.9,6618,red,black,chrysler capital,12550,12800,-250,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,3.9,27919,red,—,chrysler capital,11050,10900,150,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,oh,5,2828,black,black,chrysler capital,12800,13200,-400,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,il,5,3833,black,black,chrysler capital,13400,13300,100,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,fl,2,24393,red,black,chrysler capital,11450,8300,3150,Tue Dec 30 2014 12:05:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,sc,3,19492,burgundy,black,enterprise vehicle exchange / tra / rental / tulsa,11750,8800,2950,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,oh,4.4,17002,black,black,chrysler capital,11850,12400,-550,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nv,,6179,,,desert ranger auto sales inc,12550,2600,9950,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,tn,3.5,31575,blue,gray,enterprise veh exchange/rental,10850,11700,-850,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,mi,5,4038,red,black,chrysler capital,13150,14000,-850,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,il,3.5,17760,black,black,chrysler capital,11900,11600,300,Tue Dec 30 2014 10:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,4.4,20103,blue,black,chrysler capital,11900,12200,-300,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,4.2,35010,white,black,enterprise veh exchange/rental,10850,11300,-450,Tue Dec 30 2014 09:15:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,in,5,9365,gray,black,chrysler capital,12300,12500,-200,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,3.7,17698,blue,black,santander consumer,11750,11500,250,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,pa,2,23588,black,tan,enterprise-tra,11350,7800,3550,Fri Dec 19 2014 08:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,4,11738,blue,gray,chrysler capital,12150,11400,750,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,ne,4.2,8379,blue,gray,foursight capital llc,12400,12200,200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,mn,5,9340,black,black,chrysler capital,12300,13400,-1100,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,nc,4.4,13303,silver,black,santander consumer,12050,12000,50,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,mn,4.3,29065,blue,black,chrysler capital,10950,11500,-550,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,la,2.8,16299,white,black,u save auto rental,12100,10900,1200,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,R/T,Sedan,ga,,24516,black,gray,avis rac/orlando,15150,2000,13150,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,il,,8551,gray,—,tyson motor corporation,12350,12200,150,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Dodge,Avenger,Mainstreet,Sedan,az,3.7,64972,silver,black,wells fargo dealer services,9250,9200,50,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,mn,3.9,63279,silver,black,exeter finance corp,7825,8200,-375,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,mn,3.9,51037,black,black,exeter finance corp,8250,8300,-50,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,in,2.8,65078,silver,gray,auto trakk llc,7300,6800,500,Wed Jan 21 2015 05:30:00 GMT-0800 (PST)
2011,Dodge,Avenger,Lux,Sedan,tx,4,65459,white,tan,wheels lt,9675,9700,-25,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,fl,2.7,87973,black,black,regional acceptance corporation / greenville,6925,7800,-875,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2010,Chevrolet,Aveo,1LT,Sedan,ca,3.7,55666,red,black,repo remarketing/twin star credit union,5150,5900,-750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Aveo,LS,Sedan,ca,,143186,white,—,rae pre owned cars inc,2850,2700,150,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Aveo,2LT,Sedan,ca,3.4,76092,red,gray,weseloh chevrolet,3700,3900,-200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Aveo,LT,Hatchback,ca,1.9,107469,red,gray,time finance co,2250,1300,950,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2004,Chevrolet,Aveo,Base,Hatchback,ca,,118253,green,—,james family auto sales,1050,1400,-350,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Chevrolet,Aveo,LS,Hatchback,ca,2.8,92967,blue,gray,mas financial services,1550,2200,-650,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2006,Chevrolet,Aveo,LS,Sedan,ca,2.3,121488,black,gray,newport lexus,1425,1500,-75,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,1LT,Sedan,az,2.2,56589,gray,gray,auto trakk llc,5550,6600,-1050,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,Aveo5 1LT,Hatchback,az,,111680,gray,black,earnhardt,3075,2700,375,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,LS,Sedan,ny,,44037,gray,gray,fuccillo kia,5650,5500,150,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,1LT,Sedan,oh,4.1,62174,red,black,santander consumer,5500,5400,100,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,LS,Sedan,fl,2.9,62477,gray,black,regional acceptance corporation / greenville,5250,4200,1050,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,1LT,Sedan,ga,3.7,53157,white,black,wells fargo dealer services,5775,6500,-725,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,2LT,Sedan,tx,2,101619,white,black,united acceptance,3175,2800,375,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2005,Lincoln,Aviator,Luxury,SUV,ca,2.6,110216,black,gray,santander consumer,4525,3500,1025,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Lincoln,Aviator,Luxury,SUV,ca,4.2,43441,white,gray,huntington beach ford,6075,9000,-2925,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2003,Lincoln,Aviator,Premium,SUV,ca,2.2,187193,black,beige,first credit finance,2375,1400,975,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,ca,4.5,34566,silver,black,hyundai motor america/co car,20000,20300,-300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,ca,4.7,16132,black,black,hyundai motor america/co car,21200,21400,-200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,ca,4.3,19152,silver,beige,hyundai motor america/co car,21000,22200,-1200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Azera,Base,Sedan,ca,3.6,6552,black,black,hyundai motor america/co car,21800,21400,400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Azera,Base,Sedan,ca,3.7,39542,brown,beige,north county hyundai,17400,17700,-300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Hyundai,Azera,Base,Sedan,ca,4.5,46218,black,black,hyundai motor finance,16950,18000,-1050,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Hyundai,Azera,Limited,Sedan,ca,,123961,silver,—,win hyundai carson,4350,3900,450,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Hyundai,Azera,Limited,Sedan,ca,5,4585,white,tan,hyundai motor america/co car,24900,25800,-900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Azera,Limited,Sedan,ca,5,407,gray,black,hyundai motor america/co car,25100,25000,100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Azera,Limited,Sedan,ca,5,5797,white,beige,hyundai motor america/co car,24800,26400,-1600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Azera,Limited,Sedan,ca,4.3,11007,black,black,donlen corporation,24600,23500,1100,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2014,Hyundai,Azera,Limited,Sedan,ca,5,320,silver,black,hyundai motor america/co car,25100,25500,-400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2008,Hyundai,Azera,Limited,Sedan,ca,2.7,111462,white,beige,century dealer services corp,5100,6300,-1200,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2011,Hyundai,Azera,Limited,Sedan,fl,,36129,red,tan,braman hyundai,13650,12000,1650,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2007,Subaru,B9 Tribeca,Limited 7-Passenger,SUV,ca,,86248,green,—,nice car,9900,11000,-1100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,4.4,37320,white,black,avis rac/san leandro,11400,11400,0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,4.2,38180,silver,black,avis corporation,11450,11800,-350,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,2.9,39162,white,black,avis corporation,11350,12100,-750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,4.1,37791,black,gray,avis rac/san leandro,11800,11600,200,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,4.4,38019,gray,black,avis rac/san leandro,11500,27100,-15600,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,3.7,40250,gray,black,avis corporation,11300,11600,-300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,3.4,37618,white,black,avis corporation,11500,11900,-400,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.0T White Turbo Launch Edition PZEV,Hatchback,ca,1,28750,white,black,vw credit,13500,11200,2300,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,ca,4.2,14301,black,black,skyhigh remarketing inc,12900,17500,-4600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.5L PZEV,Hatchback,pa,,21949,silver,—,luxury fleet serv inc,11800,12100,-300,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.5L PZEV,Hatchback,in,2.8,27883,white,black,santander consumer,11400,10200,1200,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.5L PZEV,Hatchback,oh,4.3,20213,yellow,black,wells fargo dealer services,12000,11000,1000,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.0T White Turbo Launch Edition PZEV,Hatchback,nv,4.8,23808,red,black,findlay volkswagen,13900,15000,-1100,Fri Dec 19 2014 11:45:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.5L PZEV,Hatchback,fl,4.4,15801,brown,black,the collection,12350,12600,-250,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2012,Volkswagen,Beetle,2.5L,Hatchback,tx,3.6,47535,white,black,supreme fcu,10500,11200,-700,Wed Jan 28 2015 02:20:00 GMT-0800 (PST)
2003,Chevrolet,Blazer,LS,SUV,ca,2.3,139926,black,gray,hoehn honda,1750,600,1150,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2000,Pontiac,Bonneville,SE,Sedan,ca,,144882,silver,—,hayward nissan,1000,500,500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Pontiac,Bonneville,SE,Sedan,ca,,157260,gray,tan,lithia subaru of fresno,1050,1800,-750,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2009,Kia,Borrego,LX,SUV,ca,3.5,68114,orange,gray,california republic bank,9675,9800,-125,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,S,Convertible,ca,4.2,25019,black,black,porsche financial services,48000,49500,-1500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,Base,Convertible,ca,3.7,21938,black,black,remarketing by ge/manheim riverside,41200,39500,1700,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2005,Porsche,Boxster,S,Convertible,ca,,80107,gray,—,mercedes benz of san francisco,13800,15750,-1950,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Porsche,Boxster,S,Convertible,ca,3.8,92614,silver,blue,volkswagen of downtown la,9475,8500,975,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Porsche,Boxster,S,Convertible,ca,2.8,69952,gray,gray,onemain rem/manheim san francisco bay,8675,6000,2675,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2000,Porsche,Boxster,S,Convertible,ca,3.6,58470,black,black,high bid trading co inc,9025,10750,-1725,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Porsche,Boxster,Base,Convertible,ca,3.9,18599,black,black,jake group,40500,42000,-1500,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2002,Oldsmobile,Bravada,Base,SUV,ca,,113799,white,tan,lexus of san diego,3025,2600,425,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,ca,4.2,20705,—,black,mercedes-benz financial services,26700,25750,950,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.5,20161,white,black,mercedes-benz financial services,23100,25000,-1900,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,2.8,31978,black,black,the hertz corporation,22000,21000,1000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,ca,3.5,10782,gray,black,mercedes-benz financial services,26000,26000,0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,ca,3.7,18960,black,beige,mercedes-benz financial services,25300,22750,2550,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.3,23615,white,black,hoehn motors inc,22600,22250,350,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,ca,4.1,19780,black,black,mercedes-benz financial services,25300,23750,1550,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,ca,4.1,16486,—,black,mercedes-benz financial services,25600,23500,2100,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,ca,3.7,23783,black,tan,mercedes-benz financial services,24900,22500,2400,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.3,22984,white,black,mercedes-benz financial services,22800,21750,1050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.3,23941,black,gray,hoehn motors inc,22600,21750,850,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C63 AMG,Coupe,ca,2.5,10972,—,black,mercedes-benz usa,46700,36500,10200,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C63 AMG,Sedan,ca,3.9,22514,silver,—,mercedes-benz finc wholesale advantage,43600,42750,850,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.2,24090,white,black,mercedes-benz financial services,22500,23000,-500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,3.8,48020,white,beige,elad motors,20300,20250,50,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,2.8,9628,silver,black,mercedes-benz financial services,23800,22500,1300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,3.5,33699,white,black,mercedes-benz financial services,21700,21250,450,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,3.5,34046,silver,black,mercedes-benz financial services,21700,21750,-50,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,2.9,20015,black,black,mercedes-benz financial services,22900,22000,900,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.2,33942,white,gray,hoehn motors inc,21600,21000,600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,4.8,32711,white,black,aaero sweet company,21800,23500,-1700,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,ca,3.8,34087,—,black,mercedes-benz financial services,21700,20000,1700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C350 Sport,Sedan,ca,3.6,34961,,,mercedes-benz financial services,21400,21500,-100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C350 Sport,Sedan,ca,2.3,62492,black,black,aaero sweet company,18200,19750,-1550,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,4.4,25625,white,—,mercedes-benz financial services,20400,20500,-100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,1.9,29355,black,black,mercedes-benz usa,20000,16250,3750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,3.3,30174,—,black,mercedes-benz usa,19950,17000,2950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,2.7,43589,white,beige,"jpmorgan chase bank,n.a.",18300,15500,2800,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,4.3,33106,white,black,gossler motors,19600,19750,-150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,3.6,15250,black,black,mercedes-benz financial services,21400,22500,-1100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C350 Sport,Sedan,ca,,88343,gray,—,apexcars net,13700,16300,-2600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,3.5,34107,black,black,hoehn motors inc,17050,16750,300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,2.8,32005,white,black,exeter finance corp,17050,19000,-1950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,C-Class,C300 Luxury,Sedan,ca,4.2,58123,gray,black,prestige auto wholesale inc,14850,17100,-2250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,4.1,55311,gray,black,mercedes benz of foothill ranch,14300,15300,-1000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,3.7,88937,burgundy,tan,hoehn motors inc,12700,13100,-400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Mercedes-Benz,C-Class,C300 Sport,Sedan,ca,2.9,110122,silver,black,wells fargo dealer services,11750,9500,2250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
